Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","9907"
"Bilans Alimentaires (2010-)","Bulgarie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","111"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","161"
"Bilans Alimentaires (2010-)","Burkina Faso","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","44"
"Bilans Alimentaires (2010-)","Burundi","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Burundi","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Cabo Verde","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","Cabo Verde","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Cambodge","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Cambodge","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","36"
"Bilans Alimentaires (2010-)","Cameroun","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Cameroun","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","85"
"Bilans Alimentaires (2010-)","Canada","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","179"
"Bilans Alimentaires (2010-)","Canada","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1537"
"Bilans Alimentaires (2010-)","Chili","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","137"
"Bilans Alimentaires (2010-)","Chili","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","680"
"Bilans Alimentaires (2010-)","Chine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1814"
"Bilans Alimentaires (2010-)","Chine","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","21386"
"Bilans Alimentaires (2010-)","Chine - RAS de Hong-Kong","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","773"
"Bilans Alimentaires (2010-)","Chine - RAS de Hong-Kong","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","440"
"Bilans Alimentaires (2010-)","Chine - RAS de Macao","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Chine - RAS de Macao","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","22"
"Bilans Alimentaires (2010-)","Chine, continentale","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","795"
"Bilans Alimentaires (2010-)","Chine, continentale","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","20001"
"Bilans Alimentaires (2010-)","Chine, Taiwan Province de","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","215"
"Bilans Alimentaires (2010-)","Chine, Taiwan Province de","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","922"
"Bilans Alimentaires (2010-)","Chypre","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","15"
"Bilans Alimentaires (2010-)","Chypre","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","35"
"Bilans Alimentaires (2010-)","Colombie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","115"
"Bilans Alimentaires (2010-)","Colombie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1808"
"Bilans Alimentaires (2010-)","Comores","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Comores","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Congo","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","107"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","113"
"Bilans Alimentaires (2010-)","Costa Rica","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","15"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","140"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","54"
"Bilans Alimentaires (2010-)","Croatie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","69"
"Bilans Alimentaires (2010-)","Cuba","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","294"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","318"
"Bilans Alimentaires (2010-)","Danemark","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","142"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","146"
"Bilans Alimentaires (2010-)","Djibouti","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Dominique","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Égypte","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","36"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1491"
"Bilans Alimentaires (2010-)","El Salvador","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","164"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","686"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","649"
"Bilans Alimentaires (2010-)","Équateur","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","313"
"Bilans Alimentaires (2010-)","Espagne","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","188"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1571"
"Bilans Alimentaires (2010-)","Estonie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","29"
"Bilans Alimentaires (2010-)","Eswatini","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","123"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","19295"
"Bilans Alimentaires (2010-)","Éthiopie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","78"
"Bilans Alimentaires (2010-)","Fédération de Russie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","232"
"Bilans Alimentaires (2010-)","Fédération de Russie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4608"
"Bilans Alimentaires (2010-)","Fidji","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Fidji","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","39"
"Bilans Alimentaires (2010-)","Finlande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Finlande","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","117"
"Bilans Alimentaires (2010-)","France","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","541"
"Bilans Alimentaires (2010-)","France","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1605"
"Bilans Alimentaires (2010-)","Gabon","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","72"
"Bilans Alimentaires (2010-)","Gabon","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","76"
"Bilans Alimentaires (2010-)","Gambie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","54"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","68"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","153"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","219"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","79"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","269"
"Bilans Alimentaires (2010-)","Grenade","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Grenade","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Guatemala","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","137"
"Bilans Alimentaires (2010-)","Guatemala","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","362"
"Bilans Alimentaires (2010-)","Guinée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","40"
"Bilans Alimentaires (2010-)","Guinée","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","35"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Guyana","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Guyana","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Haïti","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","91"
"Bilans Alimentaires (2010-)","Haïti","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","101"
"Bilans Alimentaires (2010-)","Honduras","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","15"
"Bilans Alimentaires (2010-)","Honduras","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","232"
"Bilans Alimentaires (2010-)","Hongrie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","76"
"Bilans Alimentaires (2010-)","Hongrie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","311"
"Bilans Alimentaires (2010-)","Îles Salomon","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Îles Salomon","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Inde","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Inde","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4226"
"Bilans Alimentaires (2010-)","Indonésie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Indonésie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","2176"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Iran (République islamique d')","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","2242"
"Bilans Alimentaires (2010-)","Iraq","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","108"
"Bilans Alimentaires (2010-)","Iraq","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","206"
"Bilans Alimentaires (2010-)","Irlande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","95"
"Bilans Alimentaires (2010-)","Irlande","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","138"
"Bilans Alimentaires (2010-)","Islande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Islande","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Israël","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Israël","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","612"
"Bilans Alimentaires (2010-)","Italie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","94"
"Bilans Alimentaires (2010-)","Italie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1171"
"Bilans Alimentaires (2010-)","Jamaïque","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Jamaïque","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","163"
"Bilans Alimentaires (2010-)","Japon","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1094"
"Bilans Alimentaires (2010-)","Japon","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","2552"
"Bilans Alimentaires (2010-)","Jordanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","62"
"Bilans Alimentaires (2010-)","Jordanie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","237"
"Bilans Alimentaires (2010-)","Kazakhstan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","182"
"Bilans Alimentaires (2010-)","Kazakhstan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","355"
"Bilans Alimentaires (2010-)","Kenya","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Kenya","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","85"
"Bilans Alimentaires (2010-)","Kirghizistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","34"
"Bilans Alimentaires (2010-)","Kirghizistan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","42"
"Bilans Alimentaires (2010-)","Kiribati","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Kiribati","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Koweït","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","154"
"Bilans Alimentaires (2010-)","Koweït","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","204"
"Bilans Alimentaires (2010-)","Lesotho","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","Lesotho","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","16"
"Bilans Alimentaires (2010-)","Lettonie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","48"
"Bilans Alimentaires (2010-)","Lettonie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","40"
"Bilans Alimentaires (2010-)","Liban","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","16"
"Bilans Alimentaires (2010-)","Liban","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","119"
"Bilans Alimentaires (2010-)","Libéria","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","36"
"Bilans Alimentaires (2010-)","Libéria","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","52"
"Bilans Alimentaires (2010-)","Libye","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","76"
"Bilans Alimentaires (2010-)","Libye","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","200"
"Bilans Alimentaires (2010-)","Lituanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","49"
"Bilans Alimentaires (2010-)","Lituanie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","85"
"Bilans Alimentaires (2010-)","Luxembourg","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Luxembourg","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","41"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","42"
"Bilans Alimentaires (2010-)","Madagascar","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","85"
"Bilans Alimentaires (2010-)","Malaisie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","73"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1248"
"Bilans Alimentaires (2010-)","Malawi","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","136"
"Bilans Alimentaires (2010-)","Maldives","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Mali","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","48"
"Bilans Alimentaires (2010-)","Malte","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","Maroc","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","751"
"Bilans Alimentaires (2010-)","Maurice","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","55"
"Bilans Alimentaires (2010-)","Mauritanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","31"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Mexique","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1033"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4543"
"Bilans Alimentaires (2010-)","Mongolie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","14"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Monténégro","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Mozambique","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","24"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","120"
"Bilans Alimentaires (2010-)","Myanmar","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1818"
"Bilans Alimentaires (2010-)","Namibie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","31"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","29"
"Bilans Alimentaires (2010-)","Népal","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","63"
"Bilans Alimentaires (2010-)","Nicaragua","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Nicaragua","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","131"
"Bilans Alimentaires (2010-)","Niger","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Niger","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","Nigéria","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Nigéria","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","252"
"Bilans Alimentaires (2010-)","Norvège","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Norvège","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","109"
"Bilans Alimentaires (2010-)","Nouvelle-Calédonie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","10"
